bird_large_bumpy_02_yellow.png,large,bumpy,02,yellow,bird
bird_large_bumpy_02_orange.png,large,bumpy,02,orange,bird
bird_large_bumpy_02_purple.png,large,bumpy,02,purple,bird
bird_large_bumpy_02_pink.png,large,bumpy,02,pink,bird
bird_large_bumpy_02_brown.png,large,bumpy,02,brown,bird
bird_large_bumpy_02_black.png,large,bumpy,02,black,bird
bird_large_bumpy_02_gray.png,large,bumpy,02,gray,bird
bird_large_smooth_01_red.png,large,smooth,01,red,bird
bird_large_smooth_01_green.png,large,smooth,01,green,bird
bird_large_smooth_01_blue.png,large,smooth,01,blue,bird
bird_large_smooth_01_yellow.png,large,smooth,01,yellow,bird
bird_large_smooth_01_orange.png,large,smooth,01,orange,bird
bird_large_smooth_01_purple.png,large,smooth,01,purple,bird
bird_large_smooth_01_pink.png,large,smooth,01,pink,bird
bird_large_smooth_01_brown.png,large,smooth,01,brown,bird
bird_large_smooth_01_black.png,large,smooth,01,black,bird
bird_large_smooth_01_gray.png,large,smooth,01,gray,bird
bird_large_smooth_02_red.png,large,smooth,02,red,bird
bird_large_smooth_02_green.png,large,smooth,02,green,bird
bird_large_smooth_02_blue.png,large,smooth,02,blue,bird
bird_large_smooth_02_yellow.png,large,smooth,02,yellow,bird
bird_large_smooth_02_orange.png,large,smooth,02,orange,bird
bird_large_smooth_02_purple.png,large,smooth,02,purple,bird
bird_large_smooth_02_pink.png,large,smooth,02,pink,bird
bird_large_smooth_02_brown.png,large,smooth,02,brown,bird
bird_large_smooth_02_black.png,large,smooth,02,black,bird
bird_large_smooth_02_gray.png,large,smooth,02,gray,bird
bird_medium_bumpy_01_red.png,medium,bumpy,01,red,bird
bird_medium_bumpy_01_green.png,medium,bumpy,01,green,bird
bird_medium_bumpy_01_blue.png,medium,bumpy,01,blue,bird
bird_medium_bumpy_01_yellow.png,medium,bumpy,01,yellow,bird
bird_medium_bumpy_01_orange.png,medium,bumpy,01,orange,bird
bird_medium_bumpy_01_purple.png,medium,bumpy,01,purple,bird
bird_medium_bumpy_01_pink.png,medium,bumpy,01,pink,bird
bird_medium_bumpy_01_brown.png,medium,bumpy,01,brown,bird
bird_medium_bumpy_01_black.png,medium,bumpy,01,black,bird
bird_medium_bumpy_01_gray.png,medium,bumpy,01,gray,bird
bird_medium_bumpy_02_red.png,medium,bumpy,02,red,bird
bird_medium_bumpy_02_green.png,medium,bumpy,02,green,bird
bird_medium_bumpy_02_blue.png,medium,bumpy,02,blue,bird
bird_medium_bumpy_02_yellow.png,medium,bumpy,02,yellow,bird
bird_medium_bumpy_02_orange.png,medium,bumpy,02,orange,bird
bird_medium_bumpy_02_purple.png,medium,bumpy,02,purple,bird
bird_medium_bumpy_02_pink.png,medium,bumpy,02,pink,bird
bird_medium_bumpy_02_brown.png,medium,bumpy,02,brown,bird
bird_medium_bumpy_02_black.png,medium,bumpy,02,black,bird
bird_medium_bumpy_02_gray.png,medium,bumpy,02,gray,bird
bird_medium_smooth_01_red.png,medium,smooth,01,red,bird
bird_medium_smooth_01_green.png,medium,smooth,01,green,bird
bird_medium_smooth_01_blue.png,medium,smooth,01,blue,bird
bird_medium_smooth_01_yellow.png,medium,smooth,01,yellow,bird
bird_medium_smooth_01_orange.png,medium,smooth,01,orange,bird
