pumpkin_large_smooth_02_pink.png,large,smooth,02,pink,pumpkin
pumpkin_large_smooth_02_brown.png,large,smooth,02,brown,pumpkin
pumpkin_large_smooth_02_black.png,large,smooth,02,black,pumpkin
pumpkin_large_smooth_02_gray.png,large,smooth,02,gray,pumpkin
pumpkin_medium_bumpy_01_red.png,medium,bumpy,01,red,pumpkin
pumpkin_medium_bumpy_01_green.png,medium,bumpy,01,green,pumpkin
pumpkin_medium_bumpy_01_blue.png,medium,bumpy,01,blue,pumpkin
pumpkin_medium_bumpy_01_yellow.png,medium,bumpy,01,yellow,pumpkin
pumpkin_medium_bumpy_01_orange.png,medium,bumpy,01,orange,pumpkin
pumpkin_medium_bumpy_01_purple.png,medium,bumpy,01,purple,pumpkin
pumpkin_medium_bumpy_01_pink.png,medium,bumpy,01,pink,pumpkin
pumpkin_medium_bumpy_01_brown.png,medium,bumpy,01,brown,pumpkin
pumpkin_medium_bumpy_01_black.png,medium,bumpy,01,black,pumpkin
pumpkin_medium_bumpy_01_gray.png,medium,bumpy,01,gray,pumpkin
pumpkin_medium_bumpy_02_red.png,medium,bumpy,02,red,pumpkin
pumpkin_medium_bumpy_02_green.png,medium,bumpy,02,green,pumpkin
pumpkin_medium_bumpy_02_blue.png,medium,bumpy,02,blue,pumpkin
pumpkin_medium_bumpy_02_yellow.png,medium,bumpy,02,yellow,pumpkin
pumpkin_medium_bumpy_02_orange.png,medium,bumpy,02,orange,pumpkin
pumpkin_medium_bumpy_02_purple.png,medium,bumpy,02,purple,pumpkin
pumpkin_medium_bumpy_02_pink.png,medium,bumpy,02,pink,pumpkin
pumpkin_medium_bumpy_02_brown.png,medium,bumpy,02,brown,pumpkin
pumpkin_medium_bumpy_02_black.png,medium,bumpy,02,black,pumpkin
pumpkin_medium_bumpy_02_gray.png,medium,bumpy,02,gray,pumpkin
pumpkin_medium_smooth_01_red.png,medium,smooth,01,red,pumpkin
pumpkin_medium_smooth_01_green.png,medium,smooth,01,green,pumpkin
pumpkin_medium_smooth_01_blue.png,medium,smooth,01,blue,pumpkin
pumpkin_medium_smooth_01_yellow.png,medium,smooth,01,yellow,pumpkin
pumpkin_medium_smooth_01_orange.png,medium,smooth,01,orange,pumpkin
pumpkin_medium_smooth_01_purple.png,medium,smooth,01,purple,pumpkin
pumpkin_medium_smooth_01_pink.png,medium,smooth,01,pink,pumpkin
pumpkin_medium_smooth_01_brown.png,medium,smooth,01,brown,pumpkin
pumpkin_medium_smooth_01_black.png,medium,smooth,01,black,pumpkin
pumpkin_medium_smooth_01_gray.png,medium,smooth,01,gray,pumpkin
pumpkin_medium_smooth_02_red.png,medium,smooth,02,red,pumpkin
pumpkin_medium_smooth_02_green.png,medium,smooth,02,green,pumpkin
pumpkin_medium_smooth_02_blue.png,medium,smooth,02,blue,pumpkin
pumpkin_medium_smooth_02_yellow.png,medium,smooth,02,yellow,pumpkin
pumpkin_medium_smooth_02_orange.png,medium,smooth,02,orange,pumpkin
pumpkin_medium_smooth_02_purple.png,medium,smooth,02,purple,pumpkin
pumpkin_medium_smooth_02_pink.png,medium,smooth,02,pink,pumpkin
pumpkin_medium_smooth_02_brown.png,medium,smooth,02,brown,pumpkin
pumpkin_medium_smooth_02_black.png,medium,smooth,02,black,pumpkin
pumpkin_medium_smooth_02_gray.png,medium,smooth,02,gray,pumpkin
